playerId,firstName,lastName,teamId,pos,points,totReb,assists,steals,blocks,turnovers,fantasyPoints
2568,Desmond,Bane,19,NA,9.4,2.6,3.0,0.4,0.2,0.4,17.82
2569,Saddiq,Bey,10,SF,14.0,5.4,1.0,1.0,0.4,1.0,23.78
2570,Tyler,Bey,8,NA,0.4,0.2,0.0,0.0,0.0,0.0,0.64
2573,Facundo,Campazzo,9,PG,7.6,2.6,3.2,1.4,0.2,1.4,17.32
2574,Vernon,Carey Jr.,5,NA,4.2,1.4,0.2,0.2,0.2,0.4,6.58
2578,Nate,Darling,5,NA,0.6,0.2,0.0,0.0,0.0,0.0,0.84
2580,Mamadi,Diakite,21,NA,0.0,0.8,0.2,0.2,0.2,0.2,1.86
2582,Devon,Dotson,6,NA,0.4,0.2,0.4,0.0,0.0,0.0,1.2400000000000002
2584,Anthony,Edwards,22,SG,22.8,4.4,3.2,1.6,0.4,1.6,35.28
2585,CJ,Elleby,29,NA,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2587,Malachi,Flynn,38,NA,13.0,4.8,5.4,1.2,0.2,1.0,28.659999999999997
2589,Trent,Forrest,40,NA,0.0,0.2,0.6,0.0,0.0,0.6,0.5399999999999999
2590,Anthony,Gill,41,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2592,Freddie,Gillespie,38,NA,6.6,3.8,0.4,0.0,0.8,0.4,12.959999999999999
2593,Josh,Green,8,NA,0.4,0.4,0.0,0.0,0.0,0.2,0.6799999999999999
2595,Tyrese,Haliburton,30,SG,8.4,1.2,4.8,2.0,0.0,0.8,20.24
2597,R.J.,Hampton,26,NA,8.0,4.2,1.6,0.4,0.2,1.6,15.039999999999997
2598,Jalen,Harris,38,NA,,,,,,,
2599,Killian,Hayes,10,NA,8.4,3.2,5.0,1.6,0.6,2.8,21.34
2601,Markus,Howard,9,NA,0.4,0.6,0.2,0.0,0.0,0.0,1.4200000000000002
2602,Elijah,Hughes,40,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2604,Isaiah,Joe,27,NA,0.0,0.2,0.0,0.0,0.0,0.0,0.24
2605,Mason,Jones,27,NA,0.6,0.2,0.0,0.0,0.0,0.0,0.84
2606,Tre,Jones,31,NA,1.2,0.2,0.0,0.4,0.0,0.4,1.8400000000000003
2607,Nathan,Knight,1,NA,1.6,1.6,0.2,0.4,0.2,0.8,4.220000000000001
2609,Anthony,Lamb,14,NA,0.4,0.2,0.2,0.0,0.0,0.0,0.9400000000000001
2610,Saben,Lee,10,NA,2.8,2.4,3.0,1.0,0.2,1.4,11.18
2611,Kira,Lewis Jr.,23,NA,6.2,0.6,2.6,0.4,0.0,0.8,10.82
2614,Theo,Maledon,25,PG,9.4,4.4,3.2,1.0,0.0,2.2,19.28
2616,Nico,Mannion,11,NA,0.4,0.8,0.2,0.2,0.0,0.4,1.6600000000000001
2617,Kenyon,Martin Jr.,14,NA,5.0,6.4,0.4,0.6,0.6,0.0,15.679999999999998
2619,Tyrese,Maxey,27,NA,6.6,1.2,1.2,0.4,0.2,0.4,10.64
2620,Skylar,Mays,1,NA,1.6,0.6,0.2,0.6,0.0,0.2,3.62
2621,Jaden,McDaniels,22,PF,9.2,3.0,0.8,0.4,0.4,1.2,14.400000000000002
2622,Sean,McDermott,19,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2623,Sam,Merrill,21,NA,1.6,0.2,0.2,0.0,0.0,0.2,1.9400000000000002
2626,Aaron,Nesmith,2,NA,0.6,0.4,0.2,0.0,0.0,0.0,1.3800000000000001
2627,Zeke,Nnaji,9,NA,0.0,0.2,0.2,0.4,0.0,0.0,1.34
2628,Jordan,Nwora,21,NA,3.8,0.8,0.2,0.4,0.4,0.4,6.259999999999999
2629,Onyeka,Okongwu,1,NA,4.0,2.4,0.2,0.6,0.6,0.2,9.379999999999999
2630,Isaac,Okoro,7,SG,10.2,2.6,1.8,1.4,0.4,0.6,19.02
2631,Daniel,Oturu,16,NA,1.4,0.6,0.0,0.0,0.0,0.0,2.12
2632,Reggie,Perry,4,NA,0.8,1.0,0.0,0.4,0.0,0.2,2.5999999999999996
2633,Aleksej,Pokusevski,25,PF,10.2,5.8,3.4,0.2,1.6,3.0,22.859999999999996
2635,Payton,Pritchard,2,NA,8.4,3.0,1.6,0.2,0.2,1.0,14.200000000000001
2636,Immanuel,Quickley,24,NA,8.0,1.0,0.8,0.0,0.0,0.8,9.599999999999998
2637,Jahmi'us,Ramsey,30,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2638,Paul,Reed,27,NA,0.0,0.4,0.0,0.0,0.0,0.2,0.27999999999999997
2639,Nick,Richards,5,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2640,Grant,Riller,5,NA,0.6,0.0,0.2,0.0,0.0,0.0,0.9
2644,Jalen,Smith,28,NA,0.4,0.6,0.0,0.2,0.0,0.2,1.32
2646,Cassius,Stanley,15,NA,0.8,0.2,0.0,0.0,0.0,0.0,1.04
2647,Lamar,Stevens,7,NA,1.2,0.2,0.0,0.0,0.2,0.2,1.64
2648,Isaiah,Stewart,10,NA,14.2,12.6,1.2,1.0,1.6,1.2,35.120000000000005
2650,Jae'Sean,Tate,14,SF,13.2,5.6,4.6,1.6,0.8,1.0,30.619999999999997
2652,Tyrell,Terry,8,NA,0.0,0.0,0.0,0.0,0.0,0.2,-0.2
2654,Brodric,Thomas,7,NA,0.2,0.0,0.2,0.0,0.0,0.2,0.3
2655,Killian,Tillie,19,NA,1.6,1.0,0.4,0.4,0.4,0.0,5.0
2656,Xavier,Tillman,19,NA,11.2,4.2,0.8,0.8,0.4,0.6,19.24
2658,Obi,Toppin,24,NA,1.0,2.0,0.0,0.0,0.0,0.2,3.1999999999999997
2661,Devin,Vassell,31,NA,4.0,0.8,0.6,0.0,0.4,0.2,6.459999999999999
2664,Patrick,Williams,6,SF,8.4,5.8,2.4,1.4,0.6,1.0,21.96
2665,Cassius,Winston,41,NA,0.8,0.0,0.0,0.0,0.0,0.0,0.8
2666,James,Wiseman,11,C,10.4,6.0,1.2,0.0,0.4,1.8,18.400000000000002
2667,Robert,Woodard II,30,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2668,Naji,Marshall,23,NA,11.2,6.2,4.6,1.0,0.4,1.0,27.34
2672,Nate,Hinton,8,NA,0.4,0.4,0.0,0.0,0.0,0.0,0.88
2673,Josh,Hall,25,NA,2.2,2.6,1.8,0.0,0.0,1.4,6.619999999999999
